"","standtype","site","rep","species","status","count"
"933","matrix","ENH1","3","Salvia apiana","seedling",0
"934","matrix","ENH1","3","Salvia leucophylla","seedling",0
"935","matrix","ENH1","3","Sambucus mexicana","seedling",0
"936","matrix","ENH1","3","unknown5 shrub","seedling",0
"937","matrix","ENH2","4","Artemisia californica","seedling",0
"938","matrix","ENH2","4","Baccharis pilularis","seedling",0
"939","matrix","ENH2","4","Cenothus oliganthus","seedling",0
"940","matrix","ENH2","4","Eriodictyon crassifolium","seedling",0
"941","matrix","ENH2","4","Eriogonum fasciculatum","seedling",0
"942","matrix","ENH2","4","Heteromeles arbutifolia","seedling",0
"943","matrix","ENH2","4","Malacothamnus fasciculatus","seedling",1
"944","matrix","ENH2","4","Rhamnus ilicifolia","seedling",0
"945","matrix","ENH2","4","Rhus ovata","seedling",0
"946","matrix","ENH2","4","Salvia apiana","seedling",0
"947","matrix","ENH2","4","Salvia leucophylla","seedling",0
"948","matrix","ENH2","4","Sambucus mexicana","seedling",0
"949","matrix","ENH2","4","unknown5 shrub","seedling",0
"950","matrix","ENH2","5","Artemisia californica","seedling",0
"951","matrix","ENH2","5","Baccharis pilularis","seedling",0
"952","matrix","ENH2","5","Cenothus oliganthus","seedling",0
"953","matrix","ENH2","5","Eriodictyon crassifolium","seedling",0
"954","matrix","ENH2","5","Eriogonum fasciculatum","seedling",0
"955","matrix","ENH2","5","Heteromeles arbutifolia","seedling",0
"956","matrix","ENH2","5","Malacothamnus fasciculatus","seedling",0
"957","matrix","ENH2","5","Rhamnus ilicifolia","seedling",0
"958","matrix","ENH2","5","Rhus ovata","seedling",0
"959","matrix","ENH2","5","Salvia apiana","seedling",0
"960","matrix","ENH2","5","Salvia leucophylla","seedling",0
"961","matrix","ENH2","5","Sambucus mexicana","seedling",0
"962","matrix","ENH2","5","unknown5 shrub","seedling",0
"963","matrix","ENH2","6","Artemisia californica","seedling",0
"964","matrix","ENH2","6","Baccharis pilularis","seedling",0
"965","matrix","ENH2","6","Cenothus oliganthus","seedling",0
"966","matrix","ENH2","6","Eriodictyon crassifolium","seedling",0
"967","matrix","ENH2","6","Eriogonum fasciculatum","seedling",0
"968","matrix","ENH2","6","Heteromeles arbutifolia","seedling",0
"969","matrix","ENH2","6","Malacothamnus fasciculatus","seedling",0
"970","matrix","ENH2","6","Rhamnus ilicifolia","seedling",0
"971","matrix","ENH2","6","Rhus ovata","seedling",0
"972","matrix","ENH2","6","Salvia apiana","seedling",0
"973","matrix","ENH2","6","Salvia leucophylla","seedling",0
"974","matrix","ENH2","6","Sambucus mexicana","seedling",0
"975","matrix","ENH2","6","unknown5 shrub","seedling",0
